,POS,-1290.000000,504.054413,2521.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.87566759239479,POS,1922.985229,609.732727,3074.360840,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,396.000000,589.590637,3466.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.73021637623218,POS,3401.614502,427.491180,-1973.696289,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,-891.000000,737.235107,341.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.86431470686972,POS,-3359.475586,758.115234,-2174.014648,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,1164.000000,390.039581,-1323.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.36509292886135,POS,-2690.649902,751.356506,-203.561203,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,4629.000000,399.716614,3697.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.33545945616016,POS,871.752441,384.875153,1474.519287,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,844.000000,503.101837,3294.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.13281655323954,POS,-1915.575195,619.994751,751.453247,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,-3571.000000,759.239563,-85.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.24320200201422,POS,-905.362488,626.340454,582.675537,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,-280.000000,861.940796,-4313.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.034241767632069,POS,-73.962196,433.044098,1211.636353,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,-1697.000000,577.693359,-562.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.79366435743278,POS,2028.319092,348.875153,-1318.893921,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,-1240.000000,481.061798,-1168.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.81972716452528,POS,2947.722412,411.389374,3391.705811,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
,POS,-154.000000,373.452942,-1539.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
0.62883388775292,POS,-2062.750977,633.996948,774.879761,TARGET,25.815285,0.000000,1194.903564,TARGETLOOK,0.000000,0.000000,0.000000
Camera,POS,25.819433,427.999969,1194.915649,TARGET,0.014859,0.000000,0.042891,TARGETLOOK,0.000000,0.000000,0.000000
Player,POS,25.817423,428.000031,1194.909790,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
Guide,POS,0.000000,0.000000,0.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
R1,POS,2.212828,476.185486,1017.688782,TARGET,25.817423,0.000000,1194.909790,TARGETLOOK,0.000000,0.000000,0.000000
R2,POS,480.000000,399.134460,-1000.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
SHIP,POS,-1000.000000,1500.000000,2000.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
SHIP2,POS,1000.000000,2000.000000,-2000.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
