0.87566759239479,POS,226.825989,402.906067,1172.369385,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.73021637623218,POS,475.277252,396.134552,1005.001343,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.86431470686972,POS,-295.730957,528.910950,646.884766,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.36509292886135,POS,266.891815,399.084045,1182.240479,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.33545945616016,POS,95.578575,425.195831,1114.610352,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.13281655323954,POS,-54.775032,436.686127,1100.955566,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.24320200201422,POS,-79.483070,450.973297,982.293945,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.034241767632069,POS,-62.927040,438.057800,1116.005859,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.79366435743278,POS,109.944824,425.867828,1122.981323,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.81972716452528,POS,336.195648,388.282990,1223.809326,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
0.62883388775292,POS,-70.943825,442.786163,1093.565430,TARGET,403.182892,0.000000,1109.703491,TARGETLOOK,0.000000,0.000000,0.000000
Camera,POS,403.970306,399.332611,1107.745605,TARGET,1.151745,0.000000,-2.863833,TARGETLOOK,0.000000,0.000000,0.000000
Player,POS,403.618835,399.234131,1108.619507,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
Guide,POS,0.000000,0.000000,0.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
R1,POS,-7.390094,489.398254,913.022400,TARGET,403.618835,0.000000,1108.619507,TARGETLOOK,0.000000,0.000000,0.000000
R2,POS,480.000000,399.134460,-1000.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
SHIP,POS,-1000.000000,1500.000000,2000.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
SHIP2,POS,1000.000000,2000.000000,-2000.000000,TARGET,0.000000,0.000000,0.000000,TARGETLOOK,0.000000,0.000000,0.000000
